split,model,ablation,n_train,eval_split,decision_type,n_cases,n_seeds,kl_mean,kl_std,jsd_mean,jsd_std,top1_mean,top1_std
S0,simple,full,None,G5,action,2462,5,0.04586777168305062,7.218032949371869e-05,0.0118597793894767,1.4855743000686696e-05,0.8414297319252639,0.0027934604165799136
S0,simple,full,None,G5,all,5000,5,0.0552915178874724,7.824103047371177e-05,0.014132669340560655,2.1245358773492503e-05,0.8178000000000001,0.002059126028197394
S0,simple,full,None,G5,location,2538,5,0.06443307153415737,0.00015681699388537474,0.016337497969232322,3.46211399748606e-05,0.7948778565799842,0.002470043816967313
S0,simple,full,None,G6,action,2457,5,0.06318250356423791,7.261215822124573e-05,0.01629802178402536,1.4525871125147617e-05,0.7614977614977615,0.0019938866445121444
S0,simple,full,None,G6,all,5000,5,0.05701316302178714,6.437872973363463e-05,0.014793905478395968,7.866797883280105e-06,0.7827200000000001,0.0013160547101089884
S0,simple,full,None,G6,location,2543,5,0.0510524592416843,8.00143976513381e-05,0.013340655866547198,2.551857948132297e-05,0.8032245379473064,0.0033781724883860807
S0,simple,full,None,S0,action,2479,5,0.03737788196963774,5.495152520254433e-05,0.009808032900698673,2.3029805804643788e-05,0.8390480032271077,0.0012756263251990367
S0,simple,full,None,S0,all,5000,5,0.04735930414390496,4.0934957368362055e-05,0.012307236246001978,1.3052863698466342e-05,0.8298399999999999,0.0015836666315863358
S0,simple,full,None,S0,location,2521,5,0.05717443527044541,5.795603578676809e-05,0.014764802724782974,1.9131839108392027e-05,0.8207854026180087,0.00383969695845458
S0,simple,location_only,None,S0,action,2479,5,0.08058592873904429,6.057082401692121e-05,0.021871927015514776,1.6306953436478368e-05,0.7085921742638162,0.0018397344495347313
S0,simple,location_only,None,S0,all,5000,5,0.06878694348662587,4.238502366305481e-05,0.018287132758820678,1.2659627269798653e-05,0.76488,0.0027949955277245166
S0,simple,location_only,None,S0,location,2521,5,0.05718452998375192,3.880503318718743e-05,0.014762061373519337,1.2407679669215897e-05,0.8202300674335582,0.004755054931690898
S0,simple,no_context,None,S0,action,2479,5,0.08059275503756763,7.616382995092211e-05,0.02187320042012499,2.6686994844869443e-05,0.7098023396530859,0.00177215672742953
S0,simple,no_context,None,S0,all,5000,5,0.09003540244627181,5.1671818545083636e-05,0.024148440962133484,1.910574932598791e-05,0.6835600000000002,0.0022333830840229893
S0,simple,no_context,None,S0,location,2521,5,0.09932073482476353,0.00010910085082880141,0.02638577587036,3.800937717272876e-05,0.6577548591828639,0.004534871110520531
S0,uniform,full,None,S0,action,2479,1,0.1430644763708847,0.0,0.037859375647422706,0.0,0.26502622025010086,0.0
S0,uniform,full,None,S0,all,5000,1,0.160162157732564,0.0,0.04228213217052784,0.0,0.2508,0.0
S0,uniform,full,None,S0,location,2521,1,0.17697499077326334,0.0,0.046631205324346815,0.0,0.2368107893692979,0.0
